year,month,LNS11300000,LNS11300001,LNS11300002,LNS11300003,LNS11300004,LNS11300005,LNS11300006,LNS11300007,LNS11300008,LNS11300009,LNS14000000,LNS14000001,LNS14000002,LNS14000003,LNS14000004,LNS14000005,LNS14000006,LNS14000007,LNS14000008,LNS14000009,LNS14100000,LNS14200000,day
2021,2,61.5,67.4,55.9,61.4,67.8,55.4,60.1,63.0,57.7,65.4,6.2,6.4,6.1,5.5,5.7,5.4,9.8,10.5,9.1,8.4,6.3,6.0,1
2021,3,61.5,67.3,56.1,61.4,67.6,55.5,60.7,63.4,58.3,65.4,6.0,6.2,5.9,5.3,5.5,5.2,9.5,10.0,9.0,7.7,6.1,5.7,1
2021,4,61.7,67.6,56.1,61.5,67.9,55.3,61.2,64.0,58.9,65.2,6.0,6.2,5.8,5.3,5.5,5.0,9.7,10.5,9.1,7.7,6.1,5.6,1
2021,5,61.6,67.5,56.0,61.4,67.9,55.3,61.0,63.5,58.9,65.1,5.8,6.0,5.5,5.1,5.2,4.9,9.1,9.7,8.6,7.1,5.8,5.1,1
2021,6,61.6,67.6,56.1,61.4,67.7,55.3,61.5,64.6,59.0,65.4,5.9,6.0,5.7,5.3,5.3,5.1,9.2,9.7,8.6,7.2,6.0,5.4,1
2021,7,61.7,67.6,56.2,61.6,68.0,55.5,60.8,63.2,58.7,65.6,5.4,5.6,5.2,4.8,5.0,4.6,8.2,8.6,7.7,6.4,5.4,5.1,1
2021,8,61.7,67.7,56.2,61.5,68.0,55.3,61.5,63.6,59.6,65.5,5.2,5.3,5.0,4.5,4.6,4.4,8.7,9.3,8.2,6.2,5.2,5.2,1
2021,9,61.7,67.7,56.0,61.5,68.1,55.1,61.3,63.1,59.7,65.6,4.7,5.0,4.5,4.2,4.4,3.9,7.8,8.3,7.3,6.1,4.8,4.2,1
2021,10,61.7,67.7,56.1,61.5,67.8,55.4,61.0,63.8,58.6,65.7,4.6,4.5,4.6,3.9,3.8,4.1,7.8,8.6,7.1,5.7,4.6,4.7,1
2021,11,61.9,67.8,56.3,61.7,68.1,55.5,60.7,63.5,58.4,66.3,4.2,4.2,4.2,3.7,3.5,3.9,6.5,7.5,5.6,5.2,4.2,4.1,1
2021,12,61.9,67.7,56.5,61.7,68.0,55.7,60.8,62.8,59.1,66.0,3.9,3.9,3.9,3.2,3.2,3.2,7.1,7.3,6.8,4.9,3.9,4.2,1
2022,1,62.2,67.9,56.8,62.0,68.2,56.0,62.0,64.9,59.5,66.4,4.0,4.1,3.9,3.4,3.5,3.4,6.9,7.6,6.3,4.9,3.9,4.4,1
2022,2,62.3,68.3,56.6,62.2,68.5,56.0,62.2,65.7,59.2,66.6,3.8,3.8,3.9,3.3,3.3,3.4,6.6,6.8,6.4,4.4,3.8,4.0,1
2022,3,62.4,68.3,56.8,62.3,68.6,56.1,62.1,64.9,59.7,66.4,3.6,3.6,3.6,3.2,3.3,3.0,6.2,6.2,6.2,4.2,3.5,4.2,1
2022,4,62.2,68.0,56.7,61.9,68.0,56.0,62.3,65.8,59.3,66.1,3.6,3.8,3.5,3.2,3.3,3.1,5.9,6.6,5.2,4.1,3.5,4.4,1
2022,5,62.3,68.0,57.0,61.9,68.0,56.1,63.0,66.1,60.4,66.5,3.6,3.6,3.6,3.2,3.3,3.1,6.2,6.2,6.3,4.3,3.4,4.3,1
2022,6,62.2,67.8,56.8,61.9,67.9,56.0,62.2,65.2,59.6,66.5,3.6,3.6,3.6,3.3,3.4,3.2,5.8,5.8,5.9,4.3,3.5,3.9,1
2022,7,62.1,67.6,56.9,61.9,67.7,56.2,62.0,64.3,60.0,65.7,3.5,3.5,3.4,3.1,3.2,2.9,6.0,6.1,5.8,3.9,3.3,4.2,1
2022,8,62.4,67.8,57.1,62.1,67.9,56.4,61.8,64.1,59.9,66.8,3.7,3.8,3.5,3.2,3.4,3.0,6.4,6.4,6.3,4.5,3.6,4.1,1
2022,9,62.3,68.1,56.8,62.0,68.1,56.1,62.1,65.2,59.5,66.1,3.5,3.6,3.4,3.1,3.2,2.9,5.8,6.0,5.7,3.8,3.5,3.7,1
2022,10,62.2,68.1,56.7,62.0,68.2,55.9,62.0,64.6,59.8,66.1,3.7,3.7,3.7,3.2,3.3,3.2,5.9,5.8,6.0,4.2,3.7,3.9,1
2022,11,62.1,68.0,56.5,61.8,68.0,55.8,62.3,65.5,59.6,65.7,3.7,3.7,3.6,3.2,3.3,3.2,5.7,5.9,5.6,3.9,3.5,4.4,1
