,GeoFips,GeoName,TimePeriod,CAINC1-1,CAINC1-2,CAINC1-3
2315,36085,"Richmond, NY",2005,17747850,457028,38833
2316,36085,"Richmond, NY",2006,18637597,457577,40731
2317,36085,"Richmond, NY",2007,19761712,459642,42994
2318,36085,"Richmond, NY",2008,20197068,463701,43556
2319,36085,"Richmond, NY",2009,19918380,466965,42655
2320,36085,"Richmond, NY",2010,20392290,470099,43379
2321,36085,"Richmond, NY",2011,21152957,473485,44675
2322,36085,"Richmond, NY",2012,21661237,475044,45598
2323,36085,"Richmond, NY",2013,21756899,478219,45496
2324,36085,"Richmond, NY",2014,22682565,480316,47224
2325,36085,"Richmond, NY",2015,24010384,482706,49741
2326,36085,"Richmond, NY",2016,24562599,486612,50477
2327,36085,"Richmond, NY",2017,25781170,490342,52578
2328,36085,"Richmond, NY",2018,26493371,493123,53726
2329,36085,"Richmond, NY",2019,27942107,494773,56475
2330,36085,"Richmond, NY",2020,29919962,495522,60381
2331,36085,"Richmond, NY",2021,32133087,493494,65113
2332,36087,"Rockland, NY",1969,1047916,223240,4694
2333,36087,"Rockland, NY",1970,1133717,231334,4901
2334,36087,"Rockland, NY",1971,1267780,235940,5373
2335,36087,"Rockland, NY",1972,1412125,235816,5988
2336,36087,"Rockland, NY",1973,1552029,240853,6444
2337,36087,"Rockland, NY",1974,1703323,242093,7036
2338,36087,"Rockland, NY",1975,1912315,247956,7712
2339,36087,"Rockland, NY",1976,2065286,249009,8294
2340,36087,"Rockland, NY",1977,2277321,252121,9033
2341,36087,"Rockland, NY",1978,2535629,254846,9950
2342,36087,"Rockland, NY",1979,2866594,257079,11151
2343,36087,"Rockland, NY",1980,3296254,259535,12701
2344,36087,"Rockland, NY",1981,3687248,259063,14233
2345,36087,"Rockland, NY",1982,4003037,260232,15383
2346,36087,"Rockland, NY",1983,4297405,261573,16429
2347,36087,"Rockland, NY",1984,4787059,262931,18207
2348,36087,"Rockland, NY",1985,5120006,264364,19367
2349,36087,"Rockland, NY",1986,5434305,265492,20469
2350,36087,"Rockland, NY",1987,5798958,264626,21914
2351,36087,"Rockland, NY",1988,6427586,264575,24294
2352,36087,"Rockland, NY",1989,6851299,264823,25871
2353,36087,"Rockland, NY",1990,7129723,265981,26805
2354,36087,"Rockland, NY",1991,7253742,267800,27086
2355,36087,"Rockland, NY",1992,7657774,269753,28388
2356,36087,"Rockland, NY",1993,7947228,272523,29162
2357,36087,"Rockland, NY",1994,8488287,274855,30883
2358,36087,"Rockland, NY",1995,8806701,276649,31833
2359,36087,"Rockland, NY",1996,9303241,277714,33499
2360,36087,"Rockland, NY",1997,10042491,279082,35984
2361,36087,"Rockland, NY",1998,10631220,282044,37693
2362,36087,"Rockland, NY",1999,11248706,285265,39432
2363,36087,"Rockland, NY",2000,12247202,287720,42566
2364,36087,"Rockland, NY",2001,12119541,290613,41703
2365,36087,"Rockland, NY",2002,12072609,293728,41101
2366,36087,"Rockland, NY",2003,12195804,296224,41171
2367,36087,"Rockland, NY",2004,12883904,297562,43298
2368,36087,"Rockland, NY",2005,13212057,298737,44226
2369,36087,"Rockland, NY",2006,14029448,299390,46860
2370,36087,"Rockland, NY",2007,14936273,301668,49512
2371,36087,"Rockland, NY",2008,15332582,305413,50203
2372,36087,"Rockland, NY",2009,14889832,308652,48241
2373,36087,"Rockland, NY",2010,15265794,312780,48807
2374,36087,"Rockland, NY",2011,16017675,316879,50548
2375,36087,"Rockland, NY",2012,16677967,319791,52153
2376,36087,"Rockland, NY",2013,16602610,323052,51393
2377,36087,"Rockland, NY",2014,17197731,326063,52744
2378,36087,"Rockland, NY",2015,17969566,329075,54606
2379,36087,"Rockland, NY",2016,18198867,330550,55056
2380,36087,"Rockland, NY",2017,18851696,333140,56588
2381,36087,"Rockland, NY",2018,19516146,335427,58183
2382,36087,"Rockland, NY",2019,20549956,337354,60915
2383,36087,"Rockland, NY",2020,21928649,338121,64854
2384,36087,"Rockland, NY",2021,23465401,339227,69173
2385,36089,"St. Lawrence, NY",1969,322670,112248,2875
2386,36089,"St. Lawrence, NY",1970,346336,112621,3075
2387,36089,"St. Lawrence, NY",1971,381451,113820,3351
2388,36089,"St. Lawrence, NY",1972,405635,116648,3477
2389,36089,"St. Lawrence, NY",1973,443849,115620,3839
2390,36089,"St. Lawrence, NY",1974,489061,115154,4247
2391,36089,"St. Lawrence, NY",1975,529833,116753,4538
2392,36089,"St. Lawrence, NY",1976,561500,117345,4785
2393,36089,"St. Lawrence, NY",1977,595115,117074,5083
2394,36089,"St. Lawrence, NY",1978,640556,116161,5514
2395,36089,"St. Lawrence, NY",1979,700951,115469,6070
2396,36089,"St. Lawrence, NY",1980,784648,114228,6869
2397,36089,"St. Lawrence, NY",1981,865786,113535,7626
2398,36089,"St. Lawrence, NY",1982,941004,112660,8353
2399,36089,"St. Lawrence, NY",1983,1019341,112692,9045
2400,36089,"St. Lawrence, NY",1984,1112151,113003,9842
2401,36089,"St. Lawrence, NY",1985,1168075,113029,10334
2402,36089,"St. Lawrence, NY",1986,1225432,111775,10963
2403,36089,"St. Lawrence, NY",1987,1268584,110514,11479
2404,36089,"St. Lawrence, NY",1988,1320832,110809,11920
2405,36089,"St. Lawrence, NY",1989,1465939,111481,13150
2406,36089,"St. Lawrence, NY",1990,1564480,112158,13949
2407,36089,"St. Lawrence, NY",1991,1633301,113052,14447
2408,36089,"St. Lawrence, NY",1992,1759989,114054,15431
2409,36089,"St. Lawrence, NY",1993,1790740,114867,15590
2410,36089,"St. Lawrence, NY",1994,1859768,114495,16243
2411,36089,"St. Lawrence, NY",1995,1898995,114317,16612
2412,36089,"St. Lawrence, NY",1996,1971045,113888,17307
2413,36089,"St. Lawrence, NY",1997,2048168,112867,18147
2414,36089,"St. Lawrence, NY",1998,2170396,112261,19333
2415,36089,"St. Lawrence, NY",1999,2240410,112202,19968
2416,36089,"St. Lawrence, NY",2000,2348595,111864,20995
2417,36089,"St. Lawrence, NY",2001,2362779,111497,21191
2418,36089,"St. Lawrence, NY",2002,2408414,111292,21640
2419,36089,"St. Lawrence, NY",2003,2523019,111329,22663
2420,36089,"St. Lawrence, NY",2004,2632340,111468,23615
2421,36089,"St. Lawrence, NY",2005,2671790,111606,23939
2422,36089,"St. Lawrence, NY",2006,2770950,111556,24839
2423,36089,"St. Lawrence, NY",2007,2945138,111586,26393
2424,36089,"St. Lawrence, NY",2008,3160992,111684,28303
2425,36089,"St. Lawrence, NY",2009,3202270,112169,28549
2426,36089,"St. Lawrence, NY",2010,3341083,111853,29870
2427,36089,"St. Lawrence, NY",2011,3472320,112451,30879
2428,36089,"St. Lawrence, NY",2012,3548504,112676,31493
2429,36089,"St. Lawrence, NY",2013,3633339,112379,32331
2430,36089,"St. Lawrence, NY",2014,3711963,112008,33140
2431,36089,"St. Lawrence, NY",2015,3777408,111045,34017
2432,36089,"St. Lawrence, NY",2016,3815201,110267,34600
2433,36089,"St. Lawrence, NY",2017,4040744,109645,36853
2434,36089,"St. Lawrence, NY",2018,4087604,109532,37319
2435,36089,"St. Lawrence, NY",2019,4266031,108879,39181
2436,36089,"St. Lawrence, NY",2020,4637938,108311,42821
2437,36089,"St. Lawrence, NY",2021,4929884,108051,45626
2438,36091,"Saratoga, NY",1969,436231,117863,3701
2439,36091,"Saratoga, NY",1970,477471,123151,3877
2440,36091,"Saratoga, NY",1971,538703,129233,4168
2441,36091,"Saratoga, NY",1972,599411,135113,4436
2442,36091,"Saratoga, NY",1973,665738,140155,4750
2443,36091,"Saratoga, NY",1974,747790,143125,5225
2444,36091,"Saratoga, NY",1975,826502,147018,5622
2445,36091,"Saratoga, NY",1976,912727,149658,6099
2446,36091,"Saratoga, NY",1977,1003469,151690,6615
2447,36091,"Saratoga, NY",1978,1131245,153895,7351
2448,36091,"Saratoga, NY",1979,1278932,155310,8235
2449,36091,"Saratoga, NY",1980,1459732,154038,9476
2450,36091,"Saratoga, NY",1981,1657935,154865,10706
2451,36091,"Saratoga, NY",1982,1843158,155572,11848
2452,36091,"Saratoga, NY",1983,1981732,157424,12588
2453,36091,"Saratoga, NY",1984,2227789,159213,13993
2454,36091,"Saratoga, NY",1985,2431237,161661,15039
2455,36091,"Saratoga, NY",1986,2666854,165249,16138
2456,36091,"Saratoga, NY",1987,2904748,168549,17234
2457,36091,"Saratoga, NY",1988,3189558,173389,18395
2458,36091,"Saratoga, NY",1989,3535364,177669,19899
2459,36091,"Saratoga, NY",1990,3757975,182259,20619
2460,36091,"Saratoga, NY",1991,3924806,184633,21257
2461,36091,"Saratoga, NY",1992,4210201,187445,22461
2462,36091,"Saratoga, NY",1993,4395428,189404,23207
2463,36091,"Saratoga, NY",1994,4571079,191966,23812
2464,36091,"Saratoga, NY",1995,4742798,193253,24542
2465,36091,"Saratoga, NY",1996,4974996,193937,25653
2466,36091,"Saratoga, NY",1997,5316962,194757,27300
2467,36091,"Saratoga, NY",1998,5662391,196513,28814
2468,36091,"Saratoga, NY",1999,6079594,198641,30606
2469,36091,"Saratoga, NY",2000,6621608,201514,32859
2470,36091,"Saratoga, NY",2001,6970509,203974,34174
2471,36091,"Saratoga, NY",2002,7101517,206446,34399
2472,36091,"Saratoga, NY",2003,7493562,209410,35784
2473,36091,"Saratoga, NY",2004,7973553,211478,37704
2474,36091,"Saratoga, NY",2005,8481116,212975,39822
2475,36091,"Saratoga, NY",2006,9088856,214627,42347
2476,36091,"Saratoga, NY",2007,9633855,215798,44643
2477,36091,"Saratoga, NY",2008,10225979,217282,47063
2478,36091,"Saratoga, NY",2009,10227683,218652,46776
2479,36091,"Saratoga, NY",2010,10833562,220255,49186
2480,36091,"Saratoga, NY",2011,11393764,221796,51370
2481,36091,"Saratoga, NY",2012,11948800,223720,53410
2482,36091,"Saratoga, NY",2013,12193814,225882,53983
2483,36091,"Saratoga, NY",2014,12564919,226868,55384
2484,36091,"Saratoga, NY",2015,13885938,228990,60640
2485,36091,"Saratoga, NY",2016,14327524,230544,62147
2486,36091,"Saratoga, NY",2017,14986214,233246,64251
2487,36091,"Saratoga, NY",2018,16046281,234626,68391
2488,36091,"Saratoga, NY",2019,15835321,234677,67477
2489,36091,"Saratoga, NY",2020,16887509,235689,71652
2490,36091,"Saratoga, NY",2021,17956502,237359,75651
2491,36093,"Schenectady, NY",1969,674848,160584,4202
2492,36093,"Schenectady, NY",1970,755834,161460,4681
2493,36093,"Schenectady, NY",1971,832795,162586,5122
2494,36093,"Schenectady, NY",1972,872624,162476,5371
2495,36093,"Schenectady, NY",1973,924224,159626,5790
2496,36093,"Schenectady, NY",1974,992088,157421,6302
2497,36093,"Schenectady, NY",1975,1062483,156143,6805
2498,36093,"Schenectady, NY",1976,1134516,154705,7333
2499,36093,"Schenectady, NY",1977,1226086,154131,7955
2500,36093,"Schenectady, NY",1978,1320709,153179,8622
2501,36093,"Schenectady, NY",1979,1435634,151407,9482
2502,36093,"Schenectady, NY",1980,1595885,149908,10646
2503,36093,"Schenectady, NY",1981,1779320,149477,11904
2504,36093,"Schenectady, NY",1982,1946106,149414,13025
2505,36093,"Schenectady, NY",1983,2063129,150026,13752
2506,36093,"Schenectady, NY",1984,2256529,149789,15065
2507,36093,"Schenectady, NY",1985,2385156,149612,15942
2508,36093,"Schenectady, NY",1986,2516175,149722,16806
2509,36093,"Schenectady, NY",1987,2628502,148653,17682
2510,36093,"Schenectady, NY",1988,2791662,149169,18715
2511,36093,"Schenectady, NY",1989,3050424,149167,20450
2512,36093,"Schenectady, NY",1990,3201096,149519,21409
2513,36093,"Schenectady, NY",1991,3330826,150616,22115
2514,36093,"Schenectady, NY",1992,3550528,151002,23513
2515,36093,"Schenectady, NY",1993,3651580,150979,24186
2516,36093,"Schenectady, NY",1994,3758222,150713,24936
2517,36093,"Schenectady, NY",1995,3878797,150355,25798
2518,36093,"Schenectady, NY",1996,4016826,149351,26895
2519,36093,"Schenectady, NY",1997,4215031,148557,28373
2520,36093,"Schenectady, NY",1998,4306864,147738,29152
2521,36093,"Schenectady, NY",1999,4205917,146857,28640
2522,36093,"Schenectady, NY",2000,4424971,146581,30188
2523,36093,"Schenectady, NY",2001,5281564,146334,36093
2524,36093,"Schenectady, NY",2002,5450805,147199,37030
2525,36093,"Schenectady, NY",2003,5473333,147891,37009
2526,36093,"Schenectady, NY",2004,5715065,148900,38382
2527,36093,"Schenectady, NY",2005,5764953,150200,38382
2528,36093,"Schenectady, NY",2006,6047492,151768,39847
2529,36093,"Schenectady, NY",2007,6257961,152275,41096
2530,36093,"Schenectady, NY",2008,6503584,153360,42407
2531,36093,"Schenectady, NY",2009,6455161,154050,41903
2532,36093,"Schenectady, NY",2010,6560516,154932,42344
2533,36093,"Schenectady, NY",2011,6661816,155210,42921
2534,36093,"Schenectady, NY",2012,6741651,155631,43318
2535,36093,"Schenectady, NY",2013,6919038,155821,44404
2536,36093,"Schenectady, NY",2014,7047485,156148,45133
2537,36093,"Schenectady, NY",2015,7059241,156121,45216
2538,36093,"Schenectady, NY",2016,7236051,156072,46364
2539,36093,"Schenectady, NY",2017,7499142,156575,47895
2540,36093,"Schenectady, NY",2018,7551898,157461,47960
2541,36093,"Schenectady, NY",2019,8515608,157940,53917
2542,36093,"Schenectady, NY",2020,9224559,157861,58435
2543,36093,"Schenectady, NY",2021,9878025,158089,62484
2544,36095,"Schoharie, NY",1969,79138,24617,3215
2545,36095,"Schoharie, NY",1970,87764,25052,3503
2546,36095,"Schoharie, NY",1971,102291,26433,3870
2547,36095,"Schoharie, NY",1972,107959,28297,3815
2548,36095,"Schoharie, NY",1973,116504,28951,4024
2549,36095,"Schoharie, NY",1974,125718,28930,4346
2550,36095,"Schoharie, NY",1975,137308,29297,4687
2551,36095,"Schoharie, NY",1976,145688,29290,4974
2552,36095,"Schoharie, NY",1977,157285,29426,5345
2553,36095,"Schoharie, NY",1978,179563,29544,6078
2554,36095,"Schoharie, NY",1979,196451,29724,6609
2555,36095,"Schoharie, NY",1980,216433,29707,7286
2556,36095,"Schoharie, NY",1981,239097,29638,8067
2557,36095,"Schoharie, NY",1982,260750,29727,8771
2558,36095,"Schoharie, NY",1983,282112,30445,9266
2559,36095,"Schoharie, NY",1984,310224,30216,10267
2560,36095,"Schoharie, NY",1985,331288,30063,11020
2561,36095,"Schoharie, NY",1986,359384,30171,11912
2562,36095,"Schoharie, NY",1987,384155,30722,12504
2563,36095,"Schoharie, NY",1988,415597,31462,13209
2564,36095,"Schoharie, NY",1989,462985,31404,14743
2565,36095,"Schoharie, NY",1990,493648,31938,15456
2566,36095,"Schoharie, NY",1991,520149,32454,16027
2567,36095,"Schoharie, NY",1992,556528,32659,17041
2568,36095,"Schoharie, NY",1993,586278,32605,17981
2569,36095,"Schoharie, NY",1994,614229,32356,18983
2570,36095,"Schoharie, NY",1995,628559,32137,19559
2571,36095,"Schoharie, NY",1996,626599,32111,19514
2572,36095,"Schoharie, NY",1997,649373,31557,20578
2573,36095,"Schoharie, NY",1998,694050,31279,22189
2574,36095,"Schoharie, NY",1999,727651,31537,23073
2575,36095,"Schoharie, NY",2000,779408,31514,24732
2576,36095,"Schoharie, NY",2001,796643,31794,25056
2577,36095,"Schoharie, NY",2002,783986,31785,24665
2578,36095,"Schoharie, NY",2003,806598,32032,25181
2579,36095,"Schoharie, NY",2004,845095,32310,26156
2580,36095,"Schoharie, NY",2005,850907,32534,26154
2581,36095,"Schoharie, NY",2006,870454,32661,26651
2582,36095,"Schoharie, NY",2007,911590,32894,27713
2583,36095,"Schoharie, NY",2008,969620,32890,29481
2584,36095,"Schoharie, NY",2009,992571,32776,30283
2585,36095,"Schoharie, NY",2010,1016622,32648,31139
2586,36095,"Schoharie, NY",2011,1039660,32440,32049
2587,36095,"Schoharie, NY",2012,1062863,31722,33506
2588,36095,"Schoharie, NY",2013,1085966,31447,34533
2589,36095,"Schoharie, NY",2014,1115273,31176,35773
2590,36095,"Schoharie, NY",2015,1143535,30685,37267
2591,36095,"Schoharie, NY",2016,1179188,30461,38711
2592,36095,"Schoharie, NY",2017,1250007,30269,41297
2593,36095,"Schoharie, NY",2018,1279446,30061,42562
2594,36095,"Schoharie, NY",2019,1349286,29803,45273
2595,36095,"Schoharie, NY",2020,1459947,29720,49123
2596,36095,"Schoharie, NY",2021,1553692,29863,52027
2597,36097,"Schuyler, NY",1969,54366,16616,3272
2598,36097,"Schuyler, NY",1970,57673,16758,3442
2599,36097,"Schuyler, NY",1971,62124,16830,3691
2600,36097,"Schuyler, NY",1972,66197,17325,3821
2601,36097,"Schuyler, NY",1973,74301,17421,4265
2602,36097,"Schuyler, NY",1974,81853,17583,4655
2603,36097,"Schuyler, NY",1975,88462,17855,4954
2604,36097,"Schuyler, NY",1976,94086,17876,5263
2605,36097,"Schuyler, NY",1977,101772,17792,5720
2606,36097,"Schuyler, NY",1978,109853,17865,6149
2607,36097,"Schuyler, NY",1979,121031,18058,6702
2608,36097,"Schuyler, NY",1980,136356,17712,7699
2609,36097,"Schuyler, NY",1981,151084,17788,8494
2610,36097,"Schuyler, NY",1982,160262,17869,8969
2611,36097,"Schuyler, NY",1983,168177,17891,9400
2612,36097,"Schuyler, NY",1984,183137,18033,10156
2613,36097,"Schuyler, NY",1985,193154,17990,10737
2614,36097,"Schuyler, NY",1986,205810,17937,11474
2615,36097,"Schuyler, NY",1987,216921,18178,11933
2616,36097,"Schuyler, NY",1988,234451,18227,12863
2617,36097,"Schuyler, NY",1989,252333,18479,13655
2618,36097,"Schuyler, NY",1990,261722,18705,13992
2619,36097,"Schuyler, NY",1991,274589,18820,14590
2620,36097,"Schuyler, NY",1992,287112,18907,15185
2621,36097,"Schuyler, NY",1993,297361,18965,15679
2622,36097,"Schuyler, NY",1994,309916,18973,16335
2623,36097,"Schuyler, NY",1995,324145,19128,16946
2624,36097,"Schuyler, NY",1996,342336,19089,17934
2625,36097,"Schuyler, NY",1997,351105,19023,18457
2626,36097,"Schuyler, NY",1998,368638,19143,19257
2627,36097,"Schuyler, NY",1999,399883,19117,20918
2628,36097,"Schuyler, NY",2000,439246,19232,22839
2629,36097,"Schuyler, NY",2001,439525,19175,22922
2630,36097,"Schuyler, NY",2002,442897,19179,23093
2631,36097,"Schuyler, NY",2003,457832,19151,23906
2632,36097,"Schuyler, NY",2004,485033,19034,25482
2633,36097,"Schuyler, NY",2005,490860,18880,25999
2634,36097,"Schuyler, NY",2006,499443,18752,26634
2635,36097,"Schuyler, NY",2007,528273,18707,28239
2636,36097,"Schuyler, NY",2008,562431,18644,30167
2637,36097,"Schuyler, NY",2009,573972,18398,31198
2638,36097,"Schuyler, NY",2010,604831,18346,32968
2639,36097,"Schuyler, NY",2011,633887,18446,34364
2640,36097,"Schuyler, NY",2012,656383,18549,35386
2641,36097,"Schuyler, NY",2013,667613,18455,36175
2642,36097,"Schuyler, NY",2014,693929,18265,37992
2643,36097,"Schuyler, NY",2015,707477,18136,39010
2644,36097,"Schuyler, NY",2016,703635,18092,38892
2645,36097,"Schuyler, NY",2017,730384,18044,40478
2646,36097,"Schuyler, NY",2018,737171,17995,40965
2647,36097,"Schuyler, NY",2019,768151,17983,42715
2648,36097,"Schuyler, NY",2020,835153,17857,46769
2649,36097,"Schuyler, NY",2021,884236,17752,49811
2650,36099,"Seneca, NY",1969,119554,35170,3399
2651,36099,"Seneca, NY",1970,132698,35123,3778
2652,36099,"Seneca, NY",1971,144545,35358,4088
2653,36099,"Seneca, NY",1972,153210,34419,4451
2654,36099,"Seneca, NY",1973,168917,34029,4964
2655,36099,"Seneca, NY",1974,184771,33936,5445
2656,36099,"Seneca, NY",1975,200312,34176,5861
2657,36099,"Seneca, NY",1976,210017,34241,6133
2658,36099,"Seneca, NY",1977,224405,34213,6559
2659,36099,"Seneca, NY",1978,243773,34491,7068
2660,36099,"Seneca, NY",1979,272103,34798,7820
2661,36099,"Seneca, NY",1980,305180,33762,9039
2662,36099,"Seneca, NY",1981,336063,33817,9938
2663,36099,"Seneca, NY",1982,358397,33265,10774
2664,36099,"Seneca, NY",1983,380757,33176,11477
2665,36099,"Seneca, NY",1984,423933,33315,12725
2666,36099,"Seneca, NY",1985,438801,33347,13159
2667,36099,"Seneca, NY",1986,459646,33345,13785
2668,36099,"Seneca, NY",1987,480371,33186,14475
2669,36099,"Seneca, NY",1988,515438,33281,15487
2670,36099,"Seneca, NY",1989,561070,33528,16734
2671,36099,"Seneca, NY",1990,589514,33710,17488
2672,36099,"Seneca, NY",1991,603928,33768,17885
2673,36099,"Seneca, NY",1992,624412,33518,18629
2674,36099,"Seneca, NY",1993,640476,32871,19485
2675,36099,"Seneca, NY",1994,647707,32702,19806
2676,36099,"Seneca, NY",1995,664743,32698,20330
2677,36099,"Seneca, NY",1996,683994,33500,20418
2678,36099,"Seneca, NY",1997,717732,33362,21513
2679,36099,"Seneca, NY",1998,741687,33184,22351
2680,36099,"Seneca, NY",1999,764980,33231,23020
2681,36099,"Seneca, NY",2000,802224,33343,24060
2682,36099,"Seneca, NY",2001,811987,34764,23357
2683,36099,"Seneca, NY",2002,822118,35046,23458
2684,36099,"Seneca, NY",2003,850088,35212,24142
2685,36099,"Seneca, NY",2004,909392,35312,25753
2686,36099,"Seneca, NY",2005,906321,35177,25765
2687,36099,"Seneca, NY",2006,940631,35223,26705
2688,36099,"Seneca, NY",2007,987208,35469,27833
2689,36099,"Seneca, NY",2008,1049556,35370,29674
2690,36099,"Seneca, NY",2009,1061073,35286,30071
2691,36099,"Seneca, NY",2010,1110221,35265,31482
2692,36099,"Seneca, NY",2011,1148072,35296,32527
2693,36099,"Seneca, NY",2012,1175347,35301,33295
2694,36099,"Seneca, NY",2013,1182092,35166,33615
2695,36099,"Seneca, NY",2014,1195449,34788,34364
2696,36099,"Seneca, NY",2015,1215962,34686,35056
2697,36099,"Seneca, NY",2016,1234792,34572,35717
2698,36099,"Seneca, NY",2017,1299377,34118,38085
2699,36099,"Seneca, NY",2018,1310025,34078,38442
2700,36099,"Seneca, NY",2019,1378598,33967,40586
2701,36099,"Seneca, NY",2020,1507189,33715,44704
2702,36099,"Seneca, NY",2021,1592411,33688,47269
2703,36101,"Steuben, NY",1969,348113,99457,3500
2704,36101,"Steuben, NY",1970,368322,99784,3691
2705,36101,"Steuben, NY",1971,383415,100585,3812
2706,36101,"Steuben, NY",1972,407325,101652,4007
2707,36101,"Steuben, NY",1973,455773,100282,4545
2708,36101,"Steuben, NY",1974,506430,99789,5075
2709,36101,"Steuben, NY",1975,539316,100529,5365
2710,36101,"Steuben, NY",1976,569434,100286,5678
2711,36101,"Steuben, NY",1977,618514,100026,6184
2712,36101,"Steuben, NY",1978,674657,100474,6715
2713,36101,"Steuben, NY",1979,739770,99997,7398
2714,36101,"Steuben, NY",1980,819963,99202,8266
2715,36101,"Steuben, NY",1981,902150,98958,9116
2716,36101,"Steuben, NY",1982,953566,98121,9718
2717,36101,"Steuben, NY",1983,1023564,97553,10492
2718,36101,"Steuben, NY",1984,1110215,98147,11312
2719,36101,"Steuben, NY",1985,1177387,96800,12163
2720,36101,"Steuben, NY",1986,1269157,96593,13139
2721,36101,"Steuben, NY",1987,1309586,96983,13503
2722,36101,"Steuben, NY",1988,1442380,97334,14819
2723,36101,"Steuben, NY",1989,1590955,98468,16157
2724,36101,"Steuben, NY",1990,1696791,99286,17090
2725,36101,"Steuben, NY",1991,1781930,99835,17849
2726,36101,"Steuben, NY",1992,1844062,100232,18398
2727,36101,"Steuben, NY",1993,1874225,100550,18640
2728,36101,"Steuben, NY",1994,1941939,100634,19297
2729,36101,"Steuben, NY",1995,2047611,99950,20486
2730,36101,"Steuben, NY",1996,2141274,99212,21583
2731,36101,"Steuben, NY",1997,2161718,98907,21856
2732,36101,"Steuben, NY",1998,2257255,98657,22880
2733,36101,"Steuben, NY",1999,2400316,98458,24379
2734,36101,"Steuben, NY",2000,2897654,98764,29339
2735,36101,"Steuben, NY",2001,2740096,99216,27617
2736,36101,"Steuben, NY",2002,2582121,99583,25929
2737,36101,"Steuben, NY",2003,2562417,99191,25833
2738,36101,"Steuben, NY",2004,2670999,98983,26984
2739,36101,"Steuben, NY",2005,2805947,98868,28381
2740,36101,"Steuben, NY",2006,3083430,98473,31312
2741,36101,"Steuben, NY",2007,3175453,98541,32225
2742,36101,"Steuben, NY",2008,3354469,98726,33978
2743,36101,"Steuben, NY",2009,3285423,98949,33203
2744,36101,"Steuben, NY",2010,3544493,98939,35825
2745,36101,"Steuben, NY",2011,3638840,98967,36768
2746,36101,"Steuben, NY",2012,3693471,98632,37447
2747,36101,"Steuben, NY",2013,3788308,98431,38487
2748,36101,"Steuben, NY",2014,3885835,97637,39799
2749,36101,"Steuben, NY",2015,3977737,96911,41045
2750,36101,"Steuben, NY",2016,3985413,96217,41421
2751,36101,"Steuben, NY",2017,4166861,95506,43629
2752,36101,"Steuben, NY",2018,4294268,94890,45255
2753,36101,"Steuben, NY",2019,4473600,94230,47475
2754,36101,"Steuben, NY",2020,4766190,93363,51050
2755,36101,"Steuben, NY",2021,5041314,92948,54238
2756,36103,"Suffolk, NY",1969,4570548,1092090,4185
2757,36103,"Suffolk, NY",1970,4971525,1133572,4386
2758,36103,"Suffolk, NY",1971,5480807,1155814,4742
2759,36103,"Suffolk, NY",1972,6092820,1174855,5186
2760,36103,"Suffolk, NY",1973,6722472,1198819,5608
2761,36103,"Suffolk, NY",1974,7389632,1215797,6078
2762,36103,"Suffolk, NY",1975,8163477,1242709,6569
2763,36103,"Suffolk, NY",1976,8801444,1257889,6997
2764,36103,"Suffolk, NY",1977,9618559,1272825,7557
2765,36103,"Suffolk, NY",1978,10718633,1280740,8369
2766,36103,"Suffolk, NY",1979,12028111,1286679,9348
2767,36103,"Suffolk, NY",1980,13934464,1285155,10843
2768,36103,"Suffolk, NY",1981,15629616,1286411,12150
2769,36103,"Suffolk, NY",1982,17121146,1288825,13284
2770,36103,"Suffolk, NY",1983,18655211,1298366,14368
2771,36103,"Suffolk, NY",1984,20966079,1303501,16084
2772,36103,"Suffolk, NY",1985,22712866,1306894,17379
2773,36103,"Suffolk, NY",1986,24636996,1309200,18818
2774,36103,"Suffolk, NY",1987,26214195,1310592,20002
2775,36103,"Suffolk, NY",1988,28607386,1319883,21674
2776,36103,"Suffolk, NY",1989,30297736,1322291,22913
2777,36103,"Suffolk, NY",1990,32564872,1322686,24620
2778,36103,"Suffolk, NY",1991,33180022,1326777,25008
2779,36103,"Suffolk, NY",1992,34514260,1336663,25821
2780,36103,"Suffolk, NY",1993,35611432,1346667,26444
2781,36103,"Suffolk, NY",1994,37428772,1354011,27643
2782,36103,"Suffolk, NY",1995,38927145,1361391,28594
2783,36103,"Suffolk, NY",1996,40923956,1368366,29907
2784,36103,"Suffolk, NY",1997,44313454,1377203,32176
2785,36103,"Suffolk, NY",1998,46268415,1390729,33269
2786,36103,"Suffolk, NY",1999,49452507,1406161,35168
2787,36103,"Suffolk, NY",2000,54330430,1424081,38151
2788,36103,"Suffolk, NY",2001,55709213,1442488,38620
2789,36103,"Suffolk, NY",2002,56355772,1456745,38686
2790,36103,"Suffolk, NY",2003,57877315,1470849,39350
2791,36103,"Suffolk, NY",2004,61734461,1478215,41763
2792,36103,"Suffolk, NY",2005,64441372,1477687,43610
2793,36103,"Suffolk, NY",2006,69173947,1475626,46878
2794,36103,"Suffolk, NY",2007,74097011,1475255,50227
2795,36103,"Suffolk, NY",2008,75441582,1480218,50967
2796,36103,"Suffolk, NY",2009,73960764,1487206,49731
2797,36103,"Suffolk, NY",2010,76734245,1495598,51307
2798,36103,"Suffolk, NY",2011,79866665,1505237,53059
2799,36103,"Suffolk, NY",2012,84080193,1508386,55742
2800,36103,"Suffolk, NY",2013,84441984,1513794,55782
2801,36103,"Suffolk, NY",2014,87276539,1516955,57534
2802,36103,"Suffolk, NY",2015,91337528,1518346,60156
